N,TFLOPS
1,4.168403480969751e-07
2,3.0414358005340514e-06
3,1.0306433955235388e-05
4,2.357472119947766e-05
5,4.380359452364018e-05
6,7.428493554241358e-05
7,0.0001231970122550351
8,0.00017520463884884176
9,0.0002615409201039465
10,0.0003333421282852238
11,0.0004434208018175929
12,0.0005714285598471991
13,0.0006865964877440979
14,0.0008139802597859073
15,0.0010774090803441776
16,0.001379796129453243
17,0.001367972851728468
18,0.001910754106402616
19,0.0019223654777141095
20,0.002613330530963638
21,0.002558651208646149
22,0.0034739259189216594
23,0.00337149547898893
24,0.0047261697786635005
25,0.004297872101911987
26,0.005737330523962493
27,0.0053527889669003495
28,0.007141782086730325
29,0.006633156514311002
30,0.008782721684094275
31,0.00801533067175983
32,0.010957041548674697
33,0.009852434871144126
34,0.012782405760160742
35,0.011802731549526851
36,0.01508581844995635
37,0.013760847959562197
38,0.017802307357890835
39,0.01621351756913742
40,0.021165129600830966
41,0.018795688978085884
42,0.023852730784395784
43,0.0216779516941784
44,0.02734977830662571
45,0.02496643061671622
46,0.03135504636901615
47,0.028157015282170177
48,0.0367272720748938
49,0.03212750105889011
50,0.040029549978543306
51,0.03587504557656072
52,0.044705751469071686
53,0.040074455604474
54,0.05033123114741294
55,0.044280385765145445
56,0.0585216696360557
57,0.04894209207488577
58,0.06292247278351026
59,0.05533547918761903
60,0.06908344633096698
61,0.060645795429691195
62,0.07598593239854413
63,0.06589339915842378
64,0.08681972595690476
65,0.07305395305787522
66,0.09207135473226809
67,0.08054329031901826
68,0.09893589744217858
69,0.08742098002399745
70,0.10785491783979549
71,0.09429914345573896
72,0.12139983325283772
73,0.1027820947087435
74,0.12702867745337257
75,0.11204030207444698
76,0.1355891755333463
77,0.11967876066993517
78,0.14896859482331928
79,0.12834262704711052
80,0.16464594767533447
81,0.13978587852168248
82,0.1715889606492646
83,0.15070586348817797
84,0.18428035043445973
85,0.16106460925739613
86,0.19680914995268703
87,0.16874239637092667
88,0.21687458397129297
89,0.18076678970824486
90,0.2284458130467501
91,0.19338633033934882
92,0.24069473837627461
93,0.20613544652741037
94,0.259557497768768
95,0.2184709038385291
96,0.28519102941945684
97,0.2357495840376061
98,0.29055528374730694
99,0.25098395547557806
100,0.3035001658634267
101,0.26308705439312474
102,0.3230553364100634
103,0.2752419784313681
104,0.35409684079216
105,0.2921951225434256
106,0.36069317009507745
107,0.3067515516488961
108,0.3775487566313729
109,0.32438675286046703
110,0.4046006659326464
111,0.3411511382197612
112,0.4435186635444098
113,0.3589472834933078
114,0.4474544973731763
115,0.38014347602880827
116,0.4647495822690091
117,0.401318256846404
118,0.48966712679653357
119,0.41515693178347857
120,0.5343422551923915
121,0.4345810574694108
122,0.5441768133685392
123,0.45613027117855176
124,0.556712333955886
125,0.4785213074566308
126,0.5878939127967604
127,0.4990512401031008
128,0.6599008973660246
129,0.44366278695195654
130,0.5621801457330615
131,0.46828985665055517
132,0.5760414252073448
133,0.4814413421935582
134,0.6074547634686668
135,0.5040430003477111
136,0.6717779733922854
137,0.520247205186977
138,0.668652557227937
139,0.5480855141209611
140,0.6814479266658227
141,0.5654938824442022
142,0.7140226643133083
143,0.58500988794447
144,0.7924419390096185
145,0.6068896149979243
146,0.7646676061205967
147,0.6303625627331967
148,0.7911471346236615
149,0.646123780451025
150,0.8222722426601193
151,0.6706668052547845
152,0.9152129510311974
153,0.6940610365205635
154,0.8868298825821442
155,0.7202991048360753
156,0.9029379470712179
157,0.738763717761718
158,0.9381134680415343
159,0.7689692442889234
160,1.0749979030164587
161,0.7836970874218647
162,0.9948758375257347
163,0.8066989183617339
164,1.0290172124323143
165,0.8395616590328097
166,1.0722731505815442
167,0.8557485839849809
168,1.2033752309746504
169,0.8991820093432501
170,1.1636392279248882
171,0.9405115893804777
172,1.1721218902707469
173,0.9696315046119334
174,1.2206585824413507
175,0.9782737666620501
176,1.3961191145456053
177,1.0161464293341762
178,1.3088915725074766
179,1.0592750861598026
180,1.334089742667291
181,1.0883294146042066
182,1.3796613018597894
183,1.095781542973023
184,1.5544825149524752
185,1.1294855671568393
186,1.4705147340042952
187,1.1836775621555102
188,1.4859179548034638
189,1.2134887660975393
190,1.5448754893456575
191,1.2286760430059895
192,1.7658354324718424
193,1.2522046140918193
194,1.621088811721952
195,1.3101967379828425
196,1.6629421552732528
197,1.3679028247958442
198,1.747444797981759
199,1.377033759432988
200,1.9533539131157547
201,1.4154095616179876
202,1.8253008478836494
203,1.4838360642034776
204,1.8461195357934943
205,1.5384591334485709
206,1.9421642738932954
207,1.5267810573812992
208,2.208386987259084
209,1.5896778158647578
210,2.0319905221833783
211,1.6453792761535941
212,2.0259467752145155
213,1.6719951516757041
214,2.098672621527062
215,1.6862079723052068
216,2.409767640526852
217,1.7487528970998862
218,2.205055340558181
219,1.8204325572611146
220,2.22843556944044
221,1.8711794009936817
222,2.3446960004284296
223,1.920151632044242
224,2.702402064915783
225,1.9455456349510687
226,2.48082423332184
227,2.0098633093096168
228,2.4856452607541093
229,2.070743828872024
230,2.592458911701872
231,2.0450186474882974
232,2.942558168049321
233,2.1055838112667846
234,2.72667823607402
235,2.224066852780301
236,2.7340122562911606
237,2.2606328221888687
238,2.827447995873141
239,2.24374446291706
240,3.2495863070150097
241,2.314833571868504
242,2.9572864743914575
243,2.4376370716868347
244,2.933613382545997
245,2.499613295485717
246,3.0811097005966235
247,2.472374704132302
248,3.4530380097784525
249,2.5327205487754347
250,3.2145972697158016
251,2.6542275787420166
252,3.193142439782772
253,2.717817193631337
254,3.3249732324436194
255,2.692271123049844
256,3.87693288239975
257,1.942774856291679
258,2.4989976927516295
259,1.99943263202377
260,2.5620991193260347
261,2.047138144214741
262,2.6106863295967413
263,2.0320547678759455
264,2.37848193120899
265,2.0434922160287257
266,2.698782887217373
267,2.1584539982220354
268,2.77003061968753
269,2.1968146225881235
270,2.832966786655938
271,2.1541416904104853
272,2.5332140881308582
273,2.2118390235333525
274,2.922456970237633
275,2.2903843365055607
276,2.9929755737826222
277,2.328411986828787
278,2.9774046415554523
279,2.315024117396838
280,2.7682713158571275
281,2.3601255326778685
282,3.212418913185014
283,2.4528350191574035
284,3.238791508871141
285,2.527353095581587
286,3.3305318804048705
287,2.574212417381597
288,3.0959366523073535
289,2.5973219452717426
290,3.2711277597652897
291,2.65925023097603
292,3.22626089877779
293,2.6159565490067203
294,3.2995045324308845
295,2.6305422990520135
296,3.171757031000755
297,2.673540009559856
298,3.5012161163864945
299,2.6855900946877678
300,3.4746776095551497
301,2.7447005518666083
302,3.6315726794747905
303,2.726656353869395
304,3.40224870094574
305,2.751113377419393
306,3.639290979788629
307,2.8125351418920563
308,3.752326019623204
309,2.855851713067948
310,3.8335374025677686
311,2.7925944032605203
312,3.6555837065890904
313,2.7960046949692945
314,3.9064319455225998
315,2.904204164672765
316,3.9627246586118385
317,2.9514568125794183
318,4.1105257726894715
319,2.852097496640861
320,3.9547475933231744
321,2.8282655002140364
322,4.097782482872219
323,2.9314702042329257
324,4.115910818470215
325,2.995708105858905
326,4.259751175549866
327,2.974808937874624
328,3.9944700501448547
329,3.025272807123173
330,4.3671966832367195
331,3.244066487226199
332,4.42466195978432
333,3.2587172510640445
334,4.516228216615733
335,3.2441311307241567
336,4.215778159139148
337,3.397104763592613
338,4.699310515141106
339,3.509001076760788
340,4.73139105089228
341,3.536629242450322
342,4.800807772520265
343,3.584295395335274
344,4.582352603982115
345,3.6205314909331325
346,5.028389097940281
347,3.696153523141752
348,4.955384289059956
349,3.758804378219123
350,5.23118457277961
351,3.8645240484122843
352,4.906152367798432
353,3.7406515311370674
354,5.146026115169946
355,3.7628944026742914
356,5.0761459347279985
357,3.7896999654147243
358,5.278704433983605
359,3.7570357205704976
360,4.974222836079738
361,3.763335224516106
362,5.438113527857241
363,3.8551469910047325
364,5.341127124421902
365,3.927602847501053
366,5.5696129352911505
367,3.9210012636310347
368,5.292054323714951
369,3.9669809416085244
370,5.776710675409178
371,4.063215028205963
372,5.788107981632869
373,4.139550861517084
374,5.979210696960486
375,4.1449779426660935
376,6.742610075691022
377,4.220023024543476
378,6.029332505532889
379,4.242841180060657
380,5.894043717982683
381,4.305540799724305
382,6.389936715777342
383,4.457858640395921
384,7.274671519611084
385,3.4330289132554985
386,6.346226756510505
387,3.5150361722139354
388,6.23049415533845
389,3.5602428798205326
390,6.542070230226842
391,3.5401765513876655
392,7.2694511736716025
393,3.6303266877337954
394,6.695788312532459
395,3.736389383921168
396,6.581904159455766
397,3.7749330219409716
398,6.900943701609578
399,3.790613118593802
400,7.785007946639914
401,3.866204400058779
402,7.145848787079139
403,3.951986667245354
404,6.9670803653711735
405,4.011440169539523
406,7.412043507722063
407,4.038968963093933
408,8.127458477027828
409,4.1008108794874225
410,7.615426999206906
411,4.187155706453765
412,7.248360749395491
413,4.26190313106589
414,7.78256603124507
415,4.3178937083664
416,8.692310494416818
417,4.348919725536442
418,7.673528778897452
419,4.422802984649812
420,7.408799989579618
421,4.457272801706212
422,7.904929649188142
423,4.455931486213627
424,8.885499888460366
425,4.527174193129198
426,8.084897056761509
427,4.65943403699954
428,7.886927561414342
429,4.739300610629671
430,8.211476572440128
431,4.702764080454474
432,9.55058109139331
433,4.697667257954828
434,8.529764319211232
435,4.8868738864498535
436,8.397733148402592
437,4.98601189890846
438,8.717951988675715
439,4.89294733301823
440,9.808437403751384
441,4.988432540856155
442,9.07700943271751
443,5.192930256614503
444,8.697176554686513
445,5.242729697892353
446,9.325929948888348
447,5.15202361729243
448,10.574813043073181
449,5.806460582449617
450,5.594666804954161
451,5.963391123641659
452,5.631676040407607
453,6.024866765788425
454,5.720427768398131
455,6.01023281885448
456,10.182786313499475
457,6.011336475275097
458,5.850670630370582
459,6.234987618685729
460,5.760321967998571
461,6.264539741948787
462,5.95220230871767
463,6.233170222212388
464,10.958756726762193
465,6.316080003782225
466,6.005501138297604
467,6.538749585044132
468,6.185015536044892
469,6.617384113231831
470,6.184971910589089
471,6.600645036635922
472,10.998626031671343
473,6.622473633965028
474,6.416477984004266
475,6.847678490964662
476,6.382359536613917
477,6.920170020106011
478,6.536775300563761
479,6.943809990819327
480,11.783936052275251
481,6.91180331527602
482,6.48418890458972
483,7.012244434548921
484,6.41118037112623
485,7.1105556473202345
486,6.576097745475546
487,7.123773596907479
488,12.143678909616424
489,7.155339270311773
490,6.7486008963514745
491,7.390782414521489
492,6.924902167592528
493,7.4849709398071065
494,6.9541250257565315
495,7.42000338274877
496,12.925593588859476
497,7.561810528598542
498,7.150233960614214
499,7.791202425043502
500,7.161276065439805
501,7.900866031961734
502,7.3135428542791985
503,7.81789031767355
504,12.974195382577548
505,7.948299730301282
506,7.4619407678650305
507,8.157306228880053
508,7.520633129047542
509,8.242014295828744
510,7.474687609082206
511,8.222361657945479
512,14.000812427968848
513,6.145704430475614
514,7.79656917625421
515,6.398987234987449
516,7.7351628539086015
517,6.420175941765893
518,7.97641663064954
519,6.174699871524041
520,11.352039401263147
